Specimen,Subset,Statistic,Count,Total_Cells
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,"Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",39.4,7881.0,20000
Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs,"Specimen_003_CP76PBA3 NP6 GFP-1_009.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",48.4,9682.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Comp-Pacific Blue-A subset,47.7,9541.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Lymphocytes,31.1,6224.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Lymphocytes/Single Cells,91.6,5701.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,"Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",15.8,902.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,Mean : Comp-FITC-A = 181.696929932,182.0,,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,"Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",4.43,40.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,"Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",1.7,340.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,"Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.72,744.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,"Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",45.2,9048.0,20000
Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs,"Specimen_003_CP76PBA3 NP10 GFP-1_005.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",49.3,9868.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Comp-Pacific Blue-A subset,73.2,14640.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes,29.1,5819.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes/Single Cells,79.2,4607.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",54.6,2516.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,Mean : Comp-FITC-A = 976.432312012,976.0,,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",20.8,523.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",8.31,1662.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.75,550.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",21.9,4379.0,20000
Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_003_CP76PBA18 NP4 GFP-1_005.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",67.0,13409.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Comp-Pacific Blue-A subset,50.1,10023.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes,40.0,8009.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes/Single Cells,85.9,6880.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",18.1,1242.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,Mean : Comp-FITC-A = 1641.592285156,1642.0,,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",36.1,448.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",7.69,1538.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.77,754.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",43.1,8616.0,20000
Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_003_CP76PBA18 NP6 GFP-1_007.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",45.5,9092.0,20000
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Comp-Pacific Blue-A subset,48.4,9261.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes,31.1,5950.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells,89.8,5341.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",15.9,849.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,Mean : Comp-FITC-A = 477.215942383,477.0,,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",10.2,87.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",2.62,501.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.19,611.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",45.2,8645.0,19136
Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_003_CP76PBA18 NP10 GFP-1_003.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",49.0,9379.0,19136
Specimen_003_CP79 NP4 GFP-1_001.fcs,Specimen_003_CP79 NP4 GFP-1_001.fcs/Comp-Pacific Blue-A subset,91.3,18263.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,Specimen_003_CP79 NP4 GFP-1_001.fcs/Lymphocytes,41.0,8196.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,Specimen_003_CP79 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells,73.0,5980.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,"Specimen_003_CP79 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",79.2,4739.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,Mean : Comp-FITC-A = 1133.341308594,1133.0,,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,"Specimen_003_CP79 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",24.6,1168.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,"Specimen_003_CP79 NP4 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",19.1,3821.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,"Specimen_003_CP79 NP4 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.61,523.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,"Specimen_003_CP79 NP4 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",5.27,1054.0,20000
Specimen_003_CP79 NP4 GFP-1_001.fcs,"Specimen_003_CP79 NP4 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",73.0,14602.0,20000
Specimen_003_CP79 NP4 GFP_001.fcs,Specimen_003_CP79 NP4 GFP_001.fcs/Comp-Pacific Blue-A subset,85.9,3903.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,Specimen_003_CP79 NP4 GFP_001.fcs/Lymphocytes,24.9,1131.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,Specimen_003_CP79 NP4 GFP_001.fcs/Lymphocytes/Single Cells,87.6,991.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,"Specimen_003_CP79 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",83.0,823.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,Mean : Comp-FITC-A = 462.779266357,463.0,,4546
Specimen_003_CP79 NP4 GFP_001.fcs,"Specimen_003_CP79 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",12.0,99.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,"Specimen_003_CP79 NP4 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",5.92,269.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,"Specimen_003_CP79 NP4 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.32,60.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,"Specimen_003_CP79 NP4 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",11.6,526.0,4546
Specimen_003_CP79 NP4 GFP_001.fcs,"Specimen_003_CP79 NP4 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",81.2,3691.0,4546
Specimen_003_CP79 NP6 GFP.fcs,Specimen_003_CP79 NP6 GFP.fcs/Comp-Pacific Blue-A subset,83.4,16689.0,20000
Specimen_003_CP79 NP6 GFP.fcs,Specimen_003_CP79 NP6 GFP.fcs/Lymphocytes,40.3,8067.0,20000
Specimen_003_CP79 NP6 GFP.fcs,Specimen_003_CP79 NP6 GFP.fcs/Lymphocytes/Single Cells,74.3,5993.0,20000
Specimen_003_CP79 NP6 GFP.fcs,"Specimen_003_CP79 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",63.6,3809.0,20000
Specimen_003_CP79 NP6 GFP.fcs,Mean : Comp-FITC-A = 1102.343505859,1102.0,,20000
Specimen_003_CP79 NP6 GFP.fcs,"Specimen_003_CP79 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",22.3,850.0,20000
Specimen_003_CP79 NP6 GFP.fcs,"Specimen_003_CP79 NP6 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",15.8,3158.0,20000
Specimen_003_CP79 NP6 GFP.fcs,"Specimen_003_CP79 NP6 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.92,584.0,20000
Specimen_003_CP79 NP6 GFP.fcs,"Specimen_003_CP79 NP6 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",12.3,2462.0,20000
Specimen_003_CP79 NP6 GFP.fcs,"Specimen_003_CP79 NP6 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",69.0,13796.0,20000
Specimen_003_CP79 NP10 GFP-1_002.fcs,Specimen_003_CP79 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,54.2,2753.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,Specimen_003_CP79 NP10 GFP-1_002.fcs/Lymphocytes,22.7,1151.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,Specimen_003_CP79 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,90.1,1037.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,"Specimen_003_CP79 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",21.1,219.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 142.188659668,142.0,,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,"Specimen_003_CP79 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",5.94,13.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,"Specimen_003_CP79 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",1.34,68.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,"Specimen_003_CP79 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.46,125.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,"Specimen_003_CP79 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",39.9,2026.0,5079
Specimen_003_CP79 NP10 GFP-1_002.fcs,"Specimen_003_CP79 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",56.3,2860.0,5079
Specimen_003_CP79 NP10 GFP_001.fcs,Specimen_003_CP79 NP10 GFP_001.fcs/Comp-Pacific Blue-A subset,44.5,8893.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,Specimen_003_CP79 NP10 GFP_001.fcs/Lymphocytes,35.6,7126.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,Specimen_003_CP79 NP10 GFP_001.fcs/Lymphocytes/Single Cells,86.2,6144.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,"Specimen_003_CP79 NP10 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",14.8,909.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,Mean : Comp-FITC-A = 335.514343262,336.0,,20000
Specimen_003_CP79 NP10 GFP_001.fcs,"Specimen_003_CP79 NP10 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",12.8,116.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,"Specimen_003_CP79 NP10 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",3.5,699.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,"Specimen_003_CP79 NP10 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",4.0,801.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,"Specimen_003_CP79 NP10 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",47.9,9589.0,20000
Specimen_003_CP79 NP10 GFP_001.fcs,"Specimen_003_CP79 NP10 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",44.6,8911.0,20000
Specimen_003_L3k high GFP_002.fcs,Specimen_003_L3k high GFP_002.fcs/Comp-Pacific Blue-A subset,88.3,16849.0,19088
Specimen_003_L3k high GFP_002.fcs,Specimen_003_L3k high GFP_002.fcs/Lymphocytes,28.7,5482.0,19088
Specimen_003_L3k high GFP_002.fcs,Specimen_003_L3k high GFP_002.fcs/Lymphocytes/Single Cells,92.4,5063.0,19088
Specimen_003_L3k high GFP_002.fcs,"Specimen_003_L3k high GFP_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",67.0,3391.0,19088
Specimen_003_L3k high GFP_002.fcs,Mean : Comp-FITC-A = 104.10344696,104.0,,19088
Specimen_003_L3k high GFP_002.fcs,"Specimen_003_L3k high GFP_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",1.39,47.0,19088
Specimen_003_L3k high GFP_002.fcs,"Specimen_003_L3k high GFP_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",3.76,718.0,19088
Specimen_003_L3k high GFP_002.fcs,"Specimen_003_L3k high GFP_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",5.25,1002.0,19088
Specimen_003_L3k high GFP_002.fcs,"Specimen_003_L3k high GFP_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",4.63,884.0,19088
Specimen_003_L3k high GFP_002.fcs,"Specimen_003_L3k high GFP_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",86.4,16484.0,19088
Specimen_003_L3k low GFP.fcs,Specimen_003_L3k low GFP.fcs/Comp-Pacific Blue-A subset,91.4,15051.0,16465
Specimen_003_L3k low GFP.fcs,Specimen_003_L3k low GFP.fcs/Lymphocytes,28.7,4719.0,16465
Specimen_003_L3k low GFP.fcs,Specimen_003_L3k low GFP.fcs/Lymphocytes/Single Cells,92.7,4374.0,16465
Specimen_003_L3k low GFP.fcs,"Specimen_003_L3k low GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",77.7,3397.0,16465
Specimen_003_L3k low GFP.fcs,Mean : Comp-FITC-A = 108.695556641,109.0,,16465
Specimen_003_L3k low GFP.fcs,"Specimen_003_L3k low GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",1.68,57.0,16465
Specimen_003_L3k low GFP.fcs,"Specimen_003_L3k low GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",4.4,725.0,16465
Specimen_003_L3k low GFP.fcs,"Specimen_003_L3k low GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.73,449.0,16465
Specimen_003_L3k low GFP.fcs,"Specimen_003_L3k low GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",4.51,743.0,16465
Specimen_003_L3k low GFP.fcs,"Specimen_003_L3k low GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",88.4,14548.0,16465
Specimen_005_CP49 NP4 GFP-1_001.fcs,Specimen_005_CP49 NP4 GFP-1_001.fcs/Comp-Pacific Blue-A subset,84.2,16830.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,Specimen_005_CP49 NP4 GFP-1_001.fcs/Lymphocytes,84.9,16970.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,Specimen_005_CP49 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells,64.9,11013.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,"Specimen_005_CP49 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",83.2,9168.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,Mean : Comp-FITC-A = 2023.944580078,2024.0,,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,"Specimen_005_CP49 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",91.3,8374.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,"Specimen_005_CP49 NP4 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",73.6,14714.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,"Specimen_005_CP49 NP4 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.49,297.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,"Specimen_005_CP49 NP4 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",14.0,2790.0,20000
Specimen_005_CP49 NP4 GFP-1_001.fcs,"Specimen_005_CP49 NP4 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",11.0,2199.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,Specimen_005_CP49 NP4 GFP_001.fcs/Comp-Pacific Blue-A subset,84.3,16858.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,Specimen_005_CP49 NP4 GFP_001.fcs/Lymphocytes,84.9,16979.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,Specimen_005_CP49 NP4 GFP_001.fcs/Lymphocytes/Single Cells,65.0,11038.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,"Specimen_005_CP49 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.0,9273.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,Mean : Comp-FITC-A = 2046.354736328,2046.0,,20000
Specimen_005_CP49 NP4 GFP_001.fcs,"Specimen_005_CP49 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",91.3,8469.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,"Specimen_005_CP49 NP4 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",74.1,14826.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,"Specimen_005_CP49 NP4 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.47,293.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,"Specimen_005_CP49 NP4 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",13.9,2787.0,20000
Specimen_005_CP49 NP4 GFP_001.fcs,"Specimen_005_CP49 NP4 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",10.5,2094.0,20000
Specimen_005_CP49 NP6 GFP.fcs,Specimen_005_CP49 NP6 GFP.fcs/Comp-Pacific Blue-A subset,74.2,14846.0,20000
Specimen_005_CP49 NP6 GFP.fcs,Specimen_005_CP49 NP6 GFP.fcs/Lymphocytes,74.5,14905.0,20000
Specimen_005_CP49 NP6 GFP.fcs,Specimen_005_CP49 NP6 GFP.fcs/Lymphocytes/Single Cells,62.5,9321.0,20000
Specimen_005_CP49 NP6 GFP.fcs,"Specimen_005_CP49 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",68.8,6417.0,20000
Specimen_005_CP49 NP6 GFP.fcs,Mean : Comp-FITC-A = 1974.032836914,1974.0,,20000
Specimen_005_CP49 NP6 GFP.fcs,"Specimen_005_CP49 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",82.7,5308.0,20000
Specimen_005_CP49 NP6 GFP.fcs,"Specimen_005_CP49 NP6 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",58.2,11646.0,20000
Specimen_005_CP49 NP6 GFP.fcs,"Specimen_005_CP49 NP6 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.21,443.0,20000
Specimen_005_CP49 NP6 GFP.fcs,"Specimen_005_CP49 NP6 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",22.9,4587.0,20000
Specimen_005_CP49 NP6 GFP.fcs,"Specimen_005_CP49 NP6 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",16.6,3324.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,Specimen_005_CP49 NP6 GFP_001.fcs/Comp-Pacific Blue-A subset,73.2,14635.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,Specimen_005_CP49 NP6 GFP_001.fcs/Lymphocytes,74.3,14869.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,Specimen_005_CP49 NP6 GFP_001.fcs/Lymphocytes/Single Cells,63.8,9486.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,"Specimen_005_CP49 NP6 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",69.3,6578.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,Mean : Comp-FITC-A = 1980.209228516,1980.0,,20000
Specimen_005_CP49 NP6 GFP_001.fcs,"Specimen_005_CP49 NP6 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",83.1,5467.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,"Specimen_005_CP49 NP6 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",57.6,11512.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,"Specimen_005_CP49 NP6 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.18,436.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,"Specimen_005_CP49 NP6 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",24.0,4795.0,20000
Specimen_005_CP49 NP6 GFP_001.fcs,"Specimen_005_CP49 NP6 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",16.3,3257.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,Specimen_005_CP49 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,52.6,10519.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,Specimen_005_CP49 NP10 GFP-1_002.fcs/Lymphocytes,54.4,10882.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,Specimen_005_CP49 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,80.6,8773.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,"Specimen_005_CP49 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",47.6,4172.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 161.759231567,162.0,,20000
